Country,Region,Election / Renewal,Year,Month,Chamber Type,Chamber Total Seats,Total women,% Of Women in Chamber,NOTES
Micronesia (Federated States of),PAC,Yes,2007,,Single,14,0,0,
Micronesia (Federated States of),PAC,Yes,2009,,Single,10,0,0,
Micronesia (Federated States of),PAC,Yes,2011,march,Single,14,0,0,
Micronesia (Federated States of),PAC,Yes,2013,,Single,14,0,0,
Micronesia (Federated States of),PAC,Yes,2015,March,Single,14,0,0,
Micronesia (Federated States of),PAC,Yes,2017,,Single,14,0,0,
Monaco,EUR,Yes,1963,,Single,18,1,0.05555555555555555,First legislature of the Principality of Monaco.
Monaco,EUR,Yes,1968,,Single,18,1,0.05555555555555555,
Monaco,EUR,Yes,1974,,Single,18,1,0.05555555555555555,
Monaco,EUR,Yes,1979,,Single,18,2,0.1111111111111111,
Monaco,EUR,Yes,1984,,Single,18,2,0.1111111111111111,
Monaco,EUR,Yes,1988,,Single,18,2,0.1111111111111111,
Monaco,EUR,Yes,1993,,Single,18,1,0.05555555555555555,
Monaco,EUR,Yes,1998,,Single,18,4,0.2222222222222222,
Monaco,EUR,Yes,2003,,Single,24,5,0.20833333333333334,
Monaco,EUR,Yes,2008,,Single,24,6,0.25,
Monaco,EUR,Yes,2013,,Single,24,5,0.20833333333333334,
Monaco,EUR,Yes,2018,february,Single,24,8,33.3%,
Mongolia,ASIA,Yes,1951,,Single,295,59,0.2,First legislature of Mongolia after the country became independent in July 1921.
Mongolia,ASIA,Yes,1954,,Single,295,66,0.22372881355932203,
Mongolia,ASIA,Yes,1957,,Single,233,22,0.0944206008583691,
Mongolia,ASIA,Yes,1960,,Single,267,56,0.20973782771535582,
Mongolia,ASIA,Yes,1963,,Single,270,54,0.2,
Mongolia,ASIA,Yes,1966,,Single,287,62,0.21602787456445993,
Mongolia,ASIA,Yes,1969,,Single,297,65,0.21885521885521886,
Mongolia,ASIA,Yes,1973,,Single,336,77,0.22916666666666666,
Mongolia,ASIA,Yes,1977,,Single,354,82,0.23163841807909605,
Mongolia,ASIA,Yes,1981,,Single,370,90,0.24324324324324326,
Mongolia,ASIA,Yes,1986,,Single,370,92,0.24864864864864866,
Mongolia,ASIA,Yes,1990,,Single,430,9,0.020930232558139535,
Mongolia,ASIA,Yes,1992,,Single,76,3,0.039473684210526314,
Mongolia,ASIA,Yes,1996,,Single,76,6,0.07894736842105263,
Mongolia,ASIA,Yes,2000,,Single,76,8,0.10526315789473684,
Mongolia,ASIA,Yes,2004,November,Single,74,5,0.06756756756756757,
Mongolia,ASIA,Yes,2008,June- March,Single,69,6,0.08695652173913043,"The nominal number of seats is 76, but there were 8 vacancies at the time. After an update in September 2008, 4 of these vacancies were filled and all of them by men."
Mongolia,ASIA,Yes,2008,June-June,Single,66,2,0.030303030303030304,
Mongolia,ASIA,Yes,2008,June-August,Single,66,3,0.045454545454545456,
Mongolia,ASIA,Yes,2008,June-September,Single,72,3,0.041666666666666664,
Mongolia,ASIA,Yes,2012,July,Single,69,9,0.13043478260869565,
Mongolia,ASIA,Yes,2016,,Single,76,11,0.14473684210526316,
Mongolia,ASIA,Yes,2016,june,Single,76,13,0.17105263157894737,
Montenegro,EUR,Yes,2006,,Single,81,7,0.08641975308641975,Women from Montenegro had previously been elected to the Parliament of the S.F.R. of Yugoslavia (Federal People's Republic Of)
Montenegro,EUR,Yes,2009,October -october,Single,81,5,0.06172839506172839,
Montenegro,EUR,Yes,2009,december,Single,81,9,,
Montenegro,EUR,Yes,2012,October,Single,81,12,0.14814814814814814,
Montenegro,EUR,Yes,2016,june,Single,81,15,0.18518518518518517,
Montenegro,EUR,Yes,2016,october,Single,81,19,0.2345679012345679,
Morocco,MENA,Yes,1963,,Single,202,0,0,"First legislature of the Kingdom of Morocco after the country became independent on 2 March 1956; a Chamber of Counsellors, made up of 80 members, was also formed. No women obtained seats in this chamber."
Morocco,MENA,Yes,1970,,Single,240,0,0,
Morocco,MENA,Yes,1977,,Single,267,0,0,
Morocco,MENA,Yes,1984,,Single,306,0,0,"By a referendum in 1989, the House's 6-year term was extended by 2 years."
Morocco,MENA,Yes,1993,,Single,333,2,0.006006006006006006,
Morocco,MENA,Yes,1997,,Lower,325,2,0.006153846153846154,
Morocco,MENA,Yes,1997,,Upper,270,2,0.007407407407407408,Partial renewal; elections were held for one third of the seats (90 seats were up for election)
Morocco,MENA,Yes,2000,,Upper,270,1,0.003703703703703704,Partial renewal; elections were held for one third of the seats (90 seats were up for election)
Morocco,MENA,Yes,2002,,Lower,325,35,0.1076923076923077,
Morocco,MENA,Yes,2003,,Upper,270,3,0.011111111111111112,Partial renewal; elections were held for one third of the seats (90 seats were up for election)
Morocco,MENA,Yes,2006,,Upper,270,3,0.011111111111111112,"Partial renewal; elections were held for one third of the seats (90 seats were up for election); Of these, one woman was elected. I"
Morocco,MENA,Yes,2007,,Lower,325,34,0.10461538461538461,
Morocco,MENA,Yes,2009,,Upper,270,6,0.022222222222222223,"Parline: one-third of the membership is renewed every three years. The ""Distribution of seats according to sex"" above shows the breakdown for the MPs elected in 2009: three women of 90 members, or 3.33 per cent. After the 2009 renewal, there were six women in all out of 270 members, or 2.22%. (House of Councillors, 05.10.2009)"
Morocco,MENA,Yes,2011,November- november,Lower,395,66,0.1670886075949367,
Morocco,MENA,Yes,2011,November- december,Lower,395,67,0.16962025316455695,
Morocco,MENA,Yes,2015,October,Upper,120,14,0.11666666666666667,
Morocco,MENA,Yes,2016,,Lower,395,67,0.16962025316455695,
Morocco,MENA,Yes,2016,october,Lower,395,81,0.20506329113924052,
Mozambique,SUB-SAHARAN,Yes,1977,,Single,210,26,0.12380952380952381,First legislature of Mozambique after the country became independent on 4 December 1977.
Mozambique,SUB-SAHARAN,Yes,1982,,Single,250,40,0.16,
Mozambique,SUB-SAHARAN,Yes,1986,,Single,249,39,0.1566265060240964,
Mozambique,SUB-SAHARAN,Yes,1994,,Single,250,63,0.252,
Mozambique,SUB-SAHARAN,Yes,1999,,Single,250,75,0.3,
Mozambique,SUB-SAHARAN,Yes,2004,,Single,250,87,0.348,
Mozambique,SUB-SAHARAN,Yes,2009,,Single,250,98,0.392,
Mozambique,SUB-SAHARAN,Yes,2014,,Single,250,99,0.396,
Myanmar,ASIA,Yes,1947,,Temporary Assembly,237,3,0.012658227848101266,Unicameral Constituent Assembly.
Myanmar,ASIA,Yes,1974,,Single,451,9,0.019955654101995565,
Myanmar,ASIA,Yes,1978,,Single,464,12,0.02586206896551724,
Myanmar,ASIA,Yes,1981,,Single,475,13,0.02736842105263158,
Myanmar,ASIA,Yes,2010,,Lower,326,14,0.04294478527607362,"The 2010 elections were not held in five townships in Shan State, leaving five seats vacant. As at 31 January 2011, there were 14 women out of a total of 435 members. Thirty-eight members were subsequently appointed to the government, one member passed away and another ceased to be a member of the House of Representatives, resulting in an additional 40 vacant seats."
Myanmar,ASIA,Yes,2010,,Upper,168,6,0.03571428571428571,
Myanmar,ASIA,Yes,2015,November,Lower,323,41,0.12693498452012383,
Myanmar,ASIA,Yes,2015,November,Upper,168,23,0.13690476190476192,directly elected 168; apointed 56
Namibia,SUB-SAHARAN,Yes,1989,,Temporary Assembly,78,5,0.0641025641025641,"The unicameral Constituent Assembly elected in November 1989 became the first legislature of Namibia after the country became independent on 21 March 1990. 72 directly elected and a maximum 6 additional members appointed by the President of the Republic, of which 3 are women."
Namibia,SUB-SAHARAN,Yes,1993,,Upper,26,1,0.038461538461538464,
Namibia,SUB-SAHARAN,Yes,1995,,Lower,78,14,0.1794871794871795,
Namibia,SUB-SAHARAN,Yes,1998,,Upper,26,2,0.07692307692307693,
Namibia,SUB-SAHARAN,Yes,1999,,Lower,72,18,0.25,
Namibia,SUB-SAHARAN,Yes,2004,,Lower,78,21,0.2692307692307692,"72 directly elected and a maximum 6 additional members appointed by the President of the Republic, of which 3 are women.  "
Namibia,SUB-SAHARAN,Yes,2004,,Upper,26,7,0.2692307692307692,
Namibia,SUB-SAHARAN,Yes,2009,,Lower,78,19,0.24358974358974358,
Namibia,SUB-SAHARAN,Yes,2010,,Upper,26,7,0.2692307692307692,
Namibia,SUB-SAHARAN,Yes,2014,,Lower,104,43,0.41346153846153844,
Namibia,SUB-SAHARAN,Yes,2015,,Upper,42,10,0.23809523809523808,
Nauru,PAC,Yes,1968,,Single,18,0,0,First legislature of Nauru after the country became independent on 31 January 1968.
Nauru,PAC,Yes,1971,,Single,18,0,0,
Nauru,PAC,Yes,1973,,Single,18,0,0,
Nauru,PAC,Yes,1976,,Single,18,0,0,
Nauru,PAC,Yes,1977,,Single,18,0,0,
Nauru,PAC,Yes,1980,,Single,18,0,0,
Nauru,PAC,Yes,1983,,Single,18,0,0,
Nauru,PAC,Yes,1986,,Single,18,1,0.05555555555555555,
Nauru,PAC,Yes,1987,,Single,18,1,0.05555555555555555,
Nauru,PAC,Yes,1989,,Single,18,1,0.05555555555555555,
Nauru,PAC,Yes,1995,,Single,18,1,0.05555555555555555,
Nauru,PAC,Yes,1997,,Single,18,0,0,
Nauru,PAC,Yes,2000,,Single,18,0,0,
Nauru,PAC,Yes,2003,,Single,18,0,0,
Nauru,PAC,Yes,2004,,Single,18,0,0,
Nauru,PAC,Yes,2007,,Single,18,0,0,
Nauru,PAC,Yes,2008,,Single,18,0,0,
Nauru,PAC,Yes,2010,,Single,18,0,0,Elections were held for all the seats in the Parliament following its early dissolution on 11 June 2010. The elections had previously taken place on 24 April 2010.
Nauru,PAC,Yes,2010,,Single,18,0,0,
Nauru,PAC,Yes,2013,,Single,19,1,0.05263157894736842,"The elections to the 19-member Parliament (up from 18) returned 12 outgoing members. There were a record 68 candidates. One of the five women candidates was successful and became the second-ever Nauruan woman to enter Parliament. The newly-elected legislature was convened on 11 June and elected former Speaker and President of the Republic, Mr. Ludwig Scotty, as the new, and Mr. Baron Waqa as the country's new President. The latter had served as Minister of the Interior and Education under Mr. Scotty's presidency."
Nauru,PAC,Yes,2016,,Single,19,1,0.05263157894736842,
Nepal,ASIA,Yes,1952,,Council,35,3,0.08571428571428572,This is a unicameral Consultative Assembly that functions as the legislature of Nepal in cooperation with the King.
Nepal,ASIA,Yes,1954,,Council,106,10,0.09433962264150944,This is a unicameral Consultative Assembly that functions as the legislature of Nepal in cooperation with the King.
Nepal,ASIA,Yes,1958,,Council,91,8,0.08791208791208792,This is a unicameral Consultative Assembly that functions as the legislature of Nepal in cooperation with the King.
Nepal,ASIA,Yes,1959,,Lower,109,1,0.009174311926605505,First legislature of Nepal.
Nepal,ASIA,Yes,1959,,Upper,36,1,0.027777777777777776,First legislature of Nepal.
Nepal,ASIA,Yes,1962,,Single,125,3,0.024,
Nepal,ASIA,Yes,1963,,Single,125,3,0.024,
Nepal,ASIA,Yes,1964,,Single,125,3,0.024,
Nepal,ASIA,Yes,1965,,Single,125,4,0.032,
Nepal,ASIA,Yes,1966,,Single,125,4,0.032,
Nepal,ASIA,Yes,1967,,Single,125,3,0.024,
Nepal,ASIA,Yes,1968,,Single,125,3,0.024,
Nepal,ASIA,Yes,1969,,Single,125,3,0.024,
Nepal,ASIA,Yes,1970,,Single,125,4,0.032,
Nepal,ASIA,Yes,1971,,Single,120,4,0.03333333333333333,
Nepal,ASIA,Yes,1972,,Single,124,4,0.03225806451612903,
Nepal,ASIA,Yes,1973,,Single,123,5,0.04065040650406504,
Nepal,ASIA,Yes,1974,,Single,125,5,0.04,
Nepal,ASIA,Yes,1975,,Single,108,2,0.018518518518518517,
Nepal,ASIA,Yes,1976,,Single,118,2,0.01694915254237288,
Nepal,ASIA,Yes,1977,,Single,125,3,0.024,
Nepal,ASIA,Yes,1978,,Single,127,3,0.023622047244094488,
Nepal,ASIA,Yes,1979,,Single,135,4,0.02962962962962963,
Nepal,ASIA,Yes,1980,,Single,104,5,0.04807692307692308,
Nepal,ASIA,Yes,1981,,Single,140,7,0.05,
Nepal,ASIA,Yes,1982,,Single,140,7,0.05,
Nepal,ASIA,Yes,1983,,Single,140,7,0.05,
Nepal,ASIA,Yes,1984,,Single,140,7,0.05,
Nepal,ASIA,Yes,1985,,Single,140,7,0.05,
Nepal,ASIA,Yes,1986,,Single,137,7,0.051094890510948905,"The nominal number of seats is 140, but there are 3 vacancies"
Nepal,ASIA,Yes,1987,,Single,137,8,0.058394160583941604,"The nominal number of seats is 140, but there are 3 vacancies"
Nepal,ASIA,Yes,1988,,Single,136,8,0.058823529411764705,"The nominal number of seats is 140, but there are 4 vacancies; The Panchayat was dissolved on 16 April 1990 in connection with the change in political system."
Nepal,ASIA,Yes,1991,,Lower,205,7,0.03414634146341464,
Nepal,ASIA,Yes,1991,,Upper,60,3,0.05,"10 appointed by the King, 35 (including at least 3 women) elected by the House of Representatives, and 15 indirectly elected."
Nepal,ASIA,Yes,1994,,Lower,205,7,0.03414634146341464,The King dissolved the House of Representatives on 13 June 1995.
Nepal,ASIA,Yes,1997,,Upper,60,5,0.08333333333333333,"10 appointed by the King, 35 (including at least 3 women) elected by the House of Representatives, and 15 indirectly elected."
Nepal,ASIA,Yes,1999,,Lower,205,12,0.05853658536585366,
Nepal,ASIA,Yes,2001,,Upper,60,5,0.08333333333333333,"10 appointed by the King, 35 (including at least 3 women) elected by the House of Representatives, and 15 indirectly elected."
Nepal,ASIA,Yes,2007,,Single,329,57,0.17325227963525835,This indirectly elected unicameral assembly was the Nepalese interim parliament that would decide to end the monarchy and found a federal democracy; it would organize elections for a Constituent Assembly in 2008 to set the foundations for the new federal state
Nepal,ASIA,Yes,2008,April- May,Single,568,191,0.3362676056338028,"Only source for this information is Parline. This is Nepal's unicameral Constituent Assembly. After an update in September 2008, the total number of seats was reduced to 594; the number of women remained 197."
Nepal,ASIA,Yes,2008,April- July,Single,601,197,0.3277870216306156,
Nepal,ASIA,Yes,2008,April- September,Single,594,197,0.33164983164983164,
Nepal,ASIA,Yes,2013,,Single,594,197,0.33164983164983164,
Nepal,ASIA,Yes,2018,February,Upper,59,22,37.3%,Considered as new chamber.
Netherlands,EUR,Yes,1946,,Lower,100,4,0.04,
Netherlands,EUR,Yes,1946,,Upper,50,2,0.04,
Netherlands,EUR,Yes,1948,,Lower,100,5,0.05,
Netherlands,EUR,Yes,1948,,Upper,50,1,0.02,
Netherlands,EUR,Yes,1951,,Upper,50,1,0.02,
Netherlands,EUR,Yes,1952,,Lower,100,7,0.07,
Netherlands,EUR,Yes,1952,,Upper,50,1,0.02,
Netherlands,EUR,Yes,1955,,Upper,50,2,0.04,
Netherlands,EUR,Yes,1956,,Lower,100,9,0.09,The members elected in June 1956 were called to vote on a constitutional amendment to increase membership of the First Chamber of the States General from 50 to 75 and membership of the Second Chamber from 100 to 150; elections were held in October 1956 to elect additional members.
Netherlands,EUR,Yes,1956,,Lower,150,13,0.08666666666666667,
Netherlands,EUR,Yes,1956,,Upper,50,2,0.04,The members elected in June 1956 were called to vote on a constitutional amendment to increase membership of the First Chamber of the States General from 50 to 75 and membership of the Second Chamber from 100 to 150; elections were held in October 1956 to elect additional members.
Netherlands,EUR,Yes,1956,,Upper,75,4,0.05333333333333334,
Netherlands,EUR,Yes,1959,,Lower,150,14,0.09333333333333334,
Netherlands,EUR,Yes,1960,,Upper,75,4,0.05333333333333334,
Netherlands,EUR,Yes,1963,,Lower,150,15,0.1,
Netherlands,EUR,Yes,1963,,Upper,75,4,0.05333333333333334,
Netherlands,EUR,Yes,1966,,Upper,75,4,0.05333333333333334,
Netherlands,EUR,Yes,1967,,Lower,150,12,0.08,
Netherlands,EUR,Yes,1969,,Upper,75,4,0.05333333333333334,
Netherlands,EUR,Yes,1971,,Upper,75,3,0.04,
Netherlands,EUR,Yes,1972,,Lower,150,15,0.1,
Netherlands,EUR,Yes,1974,,Upper,75,3,0.04,
Netherlands,EUR,Yes,1977,,Upper,75,6,0.08,
Netherlands,EUR,Yes,1980,,Upper,75,12,0.16,
Netherlands,EUR,Yes,1981,,Lower,150,17,0.11333333333333333,
Netherlands,EUR,Yes,1981,,Upper,75,17,0.22666666666666666,
Netherlands,EUR,Yes,1983,,Upper,75,16,0.21333333333333335,
Netherlands,EUR,Yes,1986,,Lower,150,30,0.2,
Netherlands,EUR,Yes,1986,,Upper,75,17,0.22666666666666666,
Netherlands,EUR,Yes,1987,,Upper,75,20,0.26666666666666666,
Netherlands,EUR,Yes,1989,,Lower,150,32,0.21333333333333335,38 women members upon formation of the Lubbers/Kok government (changes were made after elections due to cabinet appointments etc.)
Netherlands,EUR,Yes,1989,,Upper,75,16,0.21333333333333335,All members of the upper house indirectly elected
Netherlands,EUR,Yes,1991,,Upper,75,20,0.26666666666666666,All members of the upper house indirectly elected
Netherlands,EUR,Yes,1994,,Lower,150,49,0.32666666666666666,
Netherlands,EUR,Yes,1995,,Upper,75,17,0.22666666666666666,All members of the upper house indirectly elected
Netherlands,EUR,Yes,1998,,Lower,150,54,0.36,
Netherlands,EUR,Yes,1999,,Upper,75,21,0.28,All members of the upper house indirectly elected
Netherlands,EUR,Yes,2002,,Lower,150,51,0.34,
Netherlands,EUR,Yes,2003,,Lower,150,55,0.36666666666666664,
Netherlands,EUR,Yes,2003,,Upper,75,24,0.32,All members of the upper house indirectly elected
Netherlands,EUR,Yes,2006,,Lower,150,55,0.36666666666666664,
Netherlands,EUR,Yes,2007,,Upper,75,26,0.3466666666666667,All members of the upper house indirectly elected
Netherlands,EUR,Yes,2010,,Lower,150,61,0.4066666666666667,
Netherlands,EUR,Yes,2011,may,Upper,75,27,0.36,
Netherlands,EUR,Yes,2012,September,Lower,150,58,0.38666666666666666,
Netherlands,EUR,Yes,2015,May,Upper,75,26,0.3466666666666667,
Netherlands,EUR,Yes,2017,March,Lower,150,54,0.36,
New Zealand,PAC,Yes,1946,,Lower,80,2,0.025,
New Zealand,PAC,Yes,1946,,Upper,25,2,0.08,"No actual elections took place for the Upper House in 1946, so the numbers provided here are just a snapshot of the situation at the time of the Lower House elections."
New Zealand,PAC,Yes,1949,,Lower,80,3,0.0375,
New Zealand,PAC,Yes,1950,,Upper,53,5,0.09433962264150944,"No actual elections took place for the Upper House in 1950, so the numbers provided here are just a snapshot of the situation at the time of the Lower House elections."
New Zealand,PAC,Yes,1951,,Single,80,3,0.0375,
New Zealand,PAC,Yes,1954,,Single,80,4,0.05,
New Zealand,PAC,Yes,1957,,Single,80,4,0.05,
New Zealand,PAC,Yes,1960,,Single,80,4,0.05,
New Zealand,PAC,Yes,1963,,Single,80,5,0.0625,
New Zealand,PAC,Yes,1966,,Single,80,5,0.0625,
New Zealand,PAC,Yes,1969,,Single,84,4,0.047619047619047616,
New Zealand,PAC,Yes,1972,,Single,87,4,0.04597701149425287,
New Zealand,PAC,Yes,1975,,Single,87,4,0.04597701149425287,
New Zealand,PAC,Yes,1978,,Single,92,4,0.043478260869565216,
New Zealand,PAC,Yes,1981,,Single,92,8,0.08695652173913043,
New Zealand,PAC,Yes,1984,,Single,95,12,0.12631578947368421,
New Zealand,PAC,Yes,1987,,Single,97,14,0.14432989690721648,
New Zealand,PAC,Yes,1990,,Single,97,16,0.16494845360824742,
New Zealand,PAC,Yes,1993,,Single,99,21,0.21212121212121213,
New Zealand,PAC,Yes,1996,,Single,120,35,0.2916666666666667,Electoral system changed to MMP.
New Zealand,PAC,Yes,1999,,Single,120,35,0.2916666666666667,
New Zealand,PAC,Yes,2002,,Single,120,35,0.2916666666666667,
New Zealand,PAC,Yes,2005,,Single,121,39,0.32231404958677684,
New Zealand,PAC,Yes,2008,,Single,122,41,0.3360655737704918,
New Zealand,PAC,Yes,2011,november,Single,121,39,0.32231404958677684,
New Zealand,PAC,Yes,2014,,Single,121,36,0.2975206611570248,
New Zealand,PAC,Yes,2017,September,Single,120,46,0.38333333333333336,
Nicaragua,AME,Yes,1948,,Lower,49,0,0,
Nicaragua,AME,Yes,1948,,Upper,15,0,0,
Nicaragua,AME,Yes,1950,,Lower,42,0,0,
Nicaragua,AME,Yes,1950,,Upper,16,0,0,
Nicaragua,AME,Yes,1967,,Lower,54,0,0,
Nicaragua,AME,Yes,1967,,Upper,16,0,0,
Nicaragua,AME,Yes,1972,,Temporary Assembly,100,9,0.09,This was Nicaragua's unicameral Constituent Assembly.
Nicaragua,AME,Yes,1974,,Lower,70,8,0.11428571428571428,Parliament was dissolved following a Revolution on 20 July 1979.
Nicaragua,AME,Yes,1974,,Upper,30,0,0,Parliament was dissolved following a Revolution on 20 July 1979.
Nicaragua,AME,Yes,1979,,Single,51,11,0.21568627450980393,Parliament was dissolved following a Revolution on 20 July 1979. A new assembly was elected the same month. Variable dates.
Nicaragua,AME,Yes,1984,,Temporary Assembly,88,13,0.14772727272727273,Unicameral Constituent Assembly.
Nicaragua,AME,Yes,1990,,Single,92,15,0.16304347826086957,
Nicaragua,AME,Yes,1996,,Single,93,9,0.0967741935483871,
Nicaragua,AME,Yes,2001,,Single,92,19,0.20652173913043478,
Nicaragua,AME,Yes,2006,,Single,92,14,0.15217391304347827,
Nicaragua,AME,Yes,2011,november,Single,92,37,0.40217391304347827,
Nicaragua,AME,Yes,2016,,Single,92,38,0.41304347826086957,
Nicaragua,AME,Yes,2016,november,Single,92,42,0.45652173913043476,
Niger,SUB-SAHARAN,Yes,1958,,Single,60,0,0,"The Assembly elected in 1958 became the first legislature of Niger after the country became independent on 3 August 1960, and members' terms of office were extended by five years."
Niger,SUB-SAHARAN,Yes,1965,,Single,50,0,0,
Niger,SUB-SAHARAN,Yes,1970,,Single,50,0,0,The Assembly was dissolved following a military coup d'Etat on 15 April 1974.
Niger,SUB-SAHARAN,Yes,1989,,Single,93,5,0.053763440860215055,The Assembly was dissolved by the National Conference and a High Council of the Republic (transitional Parliament) was set up in August 1991
Niger,SUB-SAHARAN,Yes,1991,,Temporary Assembly,15,3,0.2,Unicameral Transitional parliament; Set up by the National Conference
Niger,SUB-SAHARAN,Yes,1993,,Single,83,5,0.060240963855421686,
Niger,SUB-SAHARAN,Yes,1995,,Single,83,3,0.03614457831325301,
Niger,SUB-SAHARAN,Yes,1996,,Single,83,1,0.012048192771084338,
Niger,SUB-SAHARAN,Yes,1999,,Single,83,1,0.012048192771084338,
Niger,SUB-SAHARAN,Yes,2004,,Single,113,14,0.12389380530973451,
Niger,SUB-SAHARAN,Yes,2009,,Single,112,11,0.09821428571428571,
Niger,SUB-SAHARAN,Yes,2011,january,Single,113,15,0.13274336283185842,
Niger,SUB-SAHARAN,Yes,2016,,Single,113,15,0.13274336283185842,
Niger,SUB-SAHARAN,Yes,2016,february,Single,171,25,0.14619883040935672,
Nigeria,SUB-SAHARAN,Yes,1992,,Lower,593,13,0.021922428330522766,The Parliament was dissolved following a military coup d'Etat in November 1993.
Nigeria,SUB-SAHARAN,Yes,1992,,Upper,91,1,0.01098901098901099,The Parliament was dissolved following a military coup d'Etat in November 1993.
Nigeria,SUB-SAHARAN,Yes,1999,,Lower,351,12,0.03418803418803419,The Parliament was dissolved following a military coup d'Etat in November 1993.
Nigeria,SUB-SAHARAN,Yes,2003,,Lower,360,17,0.04722222222222222,
Nigeria,SUB-SAHARAN,Yes,2003,,Upper,107,3,0.028037383177570093,
Nigeria,SUB-SAHARAN,Yes,2007,April,Lower,358,25,0.06983240223463687,
Nigeria,SUB-SAHARAN,Yes,2007,April,Upper,109,8,0.07339449541284404,
Nigeria,SUB-SAHARAN,Yes,2011,april,Lower,352,13,0.036931818181818184,"After three postponements, elections for most parliamentary seats were held on 9 April 2011, one week before the presidential polls."
Nigeria,SUB-SAHARAN,Yes,2011,april,Upper,109,4,0.03669724770642202,
Nigeria,SUB-SAHARAN,Yes,2015,March,Lower,336,14,0.041666666666666664,March
Nigeria,SUB-SAHARAN,Yes,2015,March,Upper,108,6,0.05555555555555555,March
Nigeria,SUB-SAHARAN,Yes,2015,March,Lower,360,20,0.05555555555555555,May
Nigeria,SUB-SAHARAN,Yes,2015,May,Upper,108,7,0.06481481481481481,May
Nigeria,SUB-SAHARAN,Yes,2015,,Upper,108,7,0.06481481481481481,
Norway,EUR,Yes,1945,,Single,150,7,0.04666666666666667,"When dealing with legislative matters, the Stortinget divides itself into two bodies, the Lagting (acting as Upper Chamber) with 41 members, and the Odelsting (acting as Lower Chamber) with 124 members.  Under the terms of the Constitution, at the first sitting of each new legislature, the Stortinget appoints one-fourth (41) of its members to form the Lagting, while the remaining three-fourths (124) constitute the Odelsting."
Norway,EUR,Yes,1949,,Single,150,7,0.04666666666666667,
Norway,EUR,Yes,1953,,Single,150,7,0.04666666666666667,
Norway,EUR,Yes,1957,,Single,150,10,0.06666666666666667,
Norway,EUR,Yes,1961,,Single,150,13,0.08666666666666667,
Norway,EUR,Yes,1965,,Single,150,12,0.08,
Norway,EUR,Yes,1969,,Single,150,14,0.09333333333333334,
Norway,EUR,Yes,1973,,Single,155,24,0.15483870967741936,
Norway,EUR,Yes,1977,,Single,155,37,0.23870967741935484,
Norway,EUR,Yes,1981,,Single,155,40,0.25806451612903225,
Norway,EUR,Yes,1985,,Single,157,54,0.34394904458598724,
Norway,EUR,Yes,1989,,Single,165,59,0.3575757575757576,
Norway,EUR,Yes,1993,,Single,165,65,0.3939393939393939,
Norway,EUR,Yes,1996,,Single,165,65,0.3939393939393939,
Norway,EUR,Yes,1997,,Single,165,60,0.36363636363636365,
Norway,EUR,Yes,2001,,Single,165,60,0.36363636363636365,
Norway,EUR,Yes,2005,,Single,169,64,0.378698224852071,
Norway,EUR,Yes,2009,,Single,169,67,0.39644970414201186,
Norway,EUR,Yes,2013,,Single,169,67,0.39644970414201186,
Norway,EUR,Yes,2017,january,Single,169,70,0.41420118343195267,
Oman,MENA,Yes,2003,,Lower,83,2,0.024096385542168676,
Oman,MENA,Yes,2003,,Upper,58,9,0.15517241379310345,All members of the upper house are appointed
Oman,MENA,Yes,2007,October,Lower,84,0,0,
Oman,MENA,Yes,2007,November,Upper,70,14,0.2,All members of the upper house are appointed
Oman,MENA,Yes,2011,,Lower,84,1,0.011904761904761904,
Oman,MENA,Yes,2011,,Upper,83,15,0.18072289156626506,
Oman,MENA,Yes,2015,,Lower,85,1,0.011764705882352941,
Oman,MENA,Yes,2015,November,Upper,85,13,0.15294117647058825,
Pakistan,ASIA,Yes,1973,,Lower,146,6,0.0410958904109589,First legislature of present Pakistan after the secession of Bangladesh in January 1972; Pakistan became independent in August 1947.
Pakistan,ASIA,Yes,1973,,Upper,45,1,0.022222222222222223,First legislature of present Pakistan after the secession of Bangladesh in January 1972; Pakistan became independent in August 1947.
Pakistan,ASIA,Yes,1975,,Upper,45,1,0.022222222222222223,
Pakistan,ASIA,Yes,1977,,Lower,216,10,0.046296296296296294,
Pakistan,ASIA,Yes,1977,,Upper,63,3,0.047619047619047616,
Pakistan,ASIA,Yes,1985,,Lower,237,21,0.08860759493670886,20 indir resv??? 21; 20 indirectly elected seats reserved for women. And 9 seats reserved for members of non-muslim minorities.
Pakistan,ASIA,Yes,1985,,Upper,87,0,0,
Pakistan,ASIA,Yes,1988,,Lower,237,24,0.10126582278481013,20 indir resv??? 21; 20 indirectly elected seats reserved for women. And 9 seats reserved for members of non-muslim minorities.
Pakistan,ASIA,Yes,1990,,Lower,217,2,0.009216589861751152,
Pakistan,ASIA,Yes,1991,,Upper,87,1,0.011494252873563218,
Pakistan,ASIA,Yes,1993,,Lower,217,4,0.018433179723502304,
Pakistan,ASIA,Yes,1994,,Upper,87,1,0.011494252873563218,
Pakistan,ASIA,Yes,1997,,Lower,217,5,0.02304147465437788,
Pakistan,ASIA,Yes,1997,,Upper,87,3,0.034482758620689655,
Pakistan,ASIA,Yes,2002,,Lower,342,74,0.21637426900584794,"Directly elected (including 60 seats reserved for women and 10 seats for non-Muslim minorities). For the first time since Parliament was dissolved on 12 October 1999 following a coup-d'état, elections were held for all seats in the National Assembly."
Pakistan,ASIA,Yes,2002,december,Lower,342,72,0.21052631578947367,
